DEPARTMENT,CATEGORY,UPC,PRODUCT_URL,PRODUCT_NAME,BRAND,PRICE_RETAIL,PRODUCT_SIZE,tid,AISLE_NUMBER,SECTION,SHELF_LEVEL,SHELF_POSITION,BAY_NUMBER,health_score
Dairy & Eggs,Butter & Margarine,162257,https://www.walmart.com/ip/Land-O-Lakes-Salted-Butter-1-lb-2-Pack/20691916?fulfillmentIntent=Pickup,"Land O Lakes Salted Butter, 1 lb - 2 Pack",Land O'Lakes,10.58,1,16231689,45,F,1,1,1,7
Dairy & Eggs,Butter & Margarine,162501,https://www.walmart.com/ip/Country-Crock-Calcium-Spread-Tub-15-oz/10291550?fulfillmentIntent=Pickup,"Country Crock Calcium Spread Tub, 15 oz",Country Crock,3.43,15,16266062,45,F,5,5,5,7
Dairy & Eggs,Butter & Margarine,162091,https://www.walmart.com/ip/Imperial-Vegetable-Oil-Spread-16-oz-4-Sticks/10294504?fulfillmentIntent=Pickup,"Imperial Vegetable Oil Spread 16 oz, 4 Sticks",Imperial,1.48,16,16211230,45,F,3,15,5,7
Dairy & Eggs,Butter & Margarine,162440,https://www.walmart.com/ip/Vermont-Creamery-Cultured-Butter-Unsalted-8-oz/934976539?fulfillmentIntent=Pickup,"Vermont Creamery Cultured Butter Unsalted, 8 oz",Vermont Creamery,2.98,8,16257741,45,F,4,4,4,7
Dairy & Eggs,Butter & Margarine,162603,https://www.walmart.com/ip/I-Can-t-Believe-It-s-Not-Butter-Original-Spread-15-oz/10306827?fulfillmentIntent=Pickup&athbdg=L1600,"I Cant Believe Its Not Butter! Original Spread, 15 oz",I Can't Believe It's Not Butter!,4.78,15,16293226,45,F,5,7,7,7
Dairy & Eggs,Butter & Margarine,161893,https://www.walmart.com/ip/Smart-Balance-Original-Buttery-Spread-45-OZ/10411892?fulfillmentIntent=Pickup,"Smart Balance Original Buttery Spread, 45 OZ",Smart Balance,8.38,45,16184074,45,F,3,17,7,7
Dairy & Eggs,Butter & Margarine,162681,https://www.walmart.com/ip/Land-O-Lakes-Salted-Butter-1-lb/10291058?fulfillmentIntent=Pickup&athbdg=L1600,"Land O Lakes Salted Butter, 1 lb",Land O'Lakes,5.48,1,16306183,45,F,5,5,5,7
Dairy & Eggs,Butter & Margarine,162411,https://www.walmart.com/ip/Tillamook-Unsalted-Sweat-Cream-Butter-1lb-4-Sticks/10292904?fulfillmentIntent=Pickup,"Tillamook Unsalted Sweat Cream Butter, 1lb, 4 Sticks",Tillamook,5.28,1,16257672,45,F,5,15,5,7
Dairy & Eggs,Butter & Margarine,162882,https://www.walmart.com/ip/Challenge-Butter-Sea-Salted-Spreadable-Butter-with-Canola-Oil-15-oz-Tub/10810929?fulfillmentIntent=Pickup,"Challenge Butter, Sea Salted, Spreadable Butter with Canola Oil 15 oz Tub",Challenge,3.87,15,16335410,45,F,2,6,6,7
Dairy & Eggs,Butter & Margarine,161879,https://www.walmart.com/ip/Country-Crock-Original-Spread-Tub-67-5-oz/161508578?fulfillmentIntent=Pickup,"Country Crock Original Spread Tub, 67.5 oz",Country Crock,7.63,67.5,16184060,45,F,1,3,3,7
Dairy & Eggs,Butter & Margarine,162582,https://www.walmart.com/ip/Kerrygold-Grass-Fed-Pure-Irish-Salted-Butter-Sticks-8-Oz-2-Sticks/193243827?fulfillmentIntent=Pickup,"Kerrygold Grass-Fed Pure Irish Salted Butter Sticks, 8 Oz, 2 Sticks",Kerrygold,4.18,8,16283361,45,F,2,6,6,10
Dairy & Eggs,Butter & Margarine,163029,https://www.walmart.com/ip/Land-O-Lakes-Butter-with-Canola-Oil-15-oz/10291056?fulfillmentIntent=Pickup,"Land O Lakes Butter with Canola Oil, 15 oz",Land O'Lakes,3.98,15,16368178,45,F,5,13,3,7
Dairy & Eggs,Butter & Margarine,162408,https://www.walmart.com/ip/Land-O-Lakes-Salted-Butter-1-lb/10291060?fulfillmentIntent=Pickup,"Land O Lakes Salted Butter, 1 lb",Land O'Lakes,5.48,1,16257669,45,F,2,12,2,7
Dairy & Eggs,Butter & Margarine,162434,https://www.walmart.com/ip/Great-Value-Garlic-Parmesan-Basil-Seasoned-Butter-3-Oz/381385094?fulfillmentIntent=Pickup,"Great Value Garlic , Parmesan & Basil Seasoned Butter, 3 Oz.",Great Value,2.62,3,16257735,45,F,4,18,8,7
Dairy & Eggs,Butter & Margarine,162645,https://www.walmart.com/ip/Parkay-Original-Vegetable-Oil-Spread-Made-With-Real-Nonfat-Milk-41-OZ/10295053?fulfillmentIntent=Pickup,"Parkay Original Vegetable Oil Spread, Made With Real Nonfat Milk, 41 OZ",Parkay,5.27,41,16297120,45,F,5,9,9,7
Dairy & Eggs,Butter & Margarine,161998,https://www.walmart.com/ip/I-Can-t-Believe-It-s-Not-Butter-Light-Spread-15-oz/10306828?fulfillmentIntent=Pickup,"I Cant Believe Its Not Butter! Light Spread, 15 oz",I Can't Believe It's Not Butter!,3.98,15,16199790,45,F,6,2,2,5
Dairy & Eggs,Butter & Margarine,162945,https://www.walmart.com/ip/Land-O-Lakes-Half-Sticks-Unsalted-Butter-1-lb/36741628?fulfillmentIntent=Pickup&athbdg=L1600,"Land O Lakes Half Sticks Unsalted Butter, 1 lb",Land O'Lakes,5.48,1,16353293,45,F,5,9,9,7
Dairy & Eggs,Butter & Margarine,162480,https://www.walmart.com/ip/Challenge-Butter-Whipped-Butter-with-Sea-Salt-8oz-Tub/10291872?fulfillmentIntent=Pickup,"Challenge Butter, Whipped Butter with Sea Salt, 8oz Tub",Challenge,3.37,8,16266001,45,F,2,4,4,7
Dairy & Eggs,Butter & Margarine,162317,https://www.walmart.com/ip/Kerrygold-Naturally-Softer-Grass-Fed-Pure-Irish-Butter-8-Oz-Tub/174624329?fulfillmentIntent=Pickup,"Kerrygold Naturally Softer Grass-Fed Pure Irish Butter, 8 Oz Tub",Kerrygold,4.68,8,16245455,45,F,1,1,1,7
Dairy & Eggs,Butter & Margarine,161962,https://www.walmart.com/ip/Country-Crock-Dairy-Free-Plant-Butter-with-Olive-Oil-Tub-10-5-oz/821989623?fulfillmentIntent=Pickup&athbdg=L1600,"Country Crock Dairy Free Plant Butter with Olive Oil Tub, 10.5 oz",Country Crock,3.43,10.5,16199614,45,F,6,6,6,7
Dairy & Eggs,Butter & Margarine,162429,https://www.walmart.com/ip/I-Can-t-Believe-It-s-Not-Butter-Light-Spread-15-oz/10306828?fulfillmentIntent=Pickup,"I Cant Believe Its Not Butter! Light Spread, 15 oz",I Can't Believe It's Not Butter!,3.98,15,16257730,45,F,5,13,3,5
Dairy & Eggs,Butter & Margarine,162821,https://www.walmart.com/ip/Kerrygold-Grass-Fed-Salted-Pure-Irish-Butter-8-oz/149199797?fulfillmentIntent=Pickup,"Kerrygold Grass-Fed Salted Pure Irish Butter, 8 oz.",Kerrygold,4.18,8,16333922,45,F,1,5,5,7
Dairy & Eggs,Butter & Margarine,162833,https://www.walmart.com/ip/PR-Earth-Balance-Organic-Whipped-Buttery-Spread-13-oz/21092534?fulfillmentIntent=Pickup,"PR Earth Balance Organic Whipped Buttery Spread, 13 oz.",Earth Balance,5.73,13,16333934,45,F,1,17,7,7
Dairy & Eggs,Butter & Margarine,162853,https://www.walmart.com/ip/Land-O-Lakes-Salted-Butter-1-lb-2-Pack/20691916?fulfillmentIntent=Pickup,"Land O Lakes Salted Butter, 1 lb - 2 Pack",Land O'Lakes,10.58,1,16335353,45,F,3,17,7,7
Dairy & Eggs,Butter & Margarine,162672,https://www.walmart.com/ip/Plugra-Extra-Creamy-Unsalted-Butter-8-oz-Pack/17352478?fulfillmentIntent=Pickup,Plugra Extra Creamy Unsalted Butter 8 oz. Pack,Plugra,2.96,8,16297454,45,F,2,16,6,7
Dairy & Eggs,Butter & Margarine,161821,https://www.walmart.com/ip/Land-O-Lakes-Butter-with-Canola-Oil-24-oz-Tub/31702314?fulfillmentIntent=Pickup,"Land O Lakes Butter with Canola Oil, 24 oz Tub",Land O'Lakes,6.28,24,16179959,45,F,3,5,5,7
Dairy & Eggs,Butter & Margarine,162539,https://www.walmart.com/ip/I-Can-t-Believe-It-s-Not-Butter-Original-Spread-45-oz/10452977?fulfillmentIntent=Pickup,"I Cant Believe Its Not Butter! Original Spread , 45 oz",I Can't Believe It's Not Butter!,8.98,45,16268348,45,F,1,3,3,7
Dairy & Eggs,Butter & Margarine,162250,https://www.walmart.com/ip/Imperial-Tub-45-oz/10804708?fulfillmentIntent=Pickup,"Imperial Tub, 45 oz",Imperial,4.12,45,16231682,45,F,6,14,4,7
Dairy & Eggs,Butter & Margarine,162622,https://www.walmart.com/ip/Blue-Bonnet-Vegetable-Oil-Spread-15-OZ/12166347?fulfillmentIntent=Pickup,"Blue Bonnet Vegetable Oil Spread, 15 OZ",Blue Bonnet,2.34,15,16297097,45,F,6,6,6,7
Dairy & Eggs,Butter & Margarine,162273,https://www.walmart.com/ip/Blue-Bonnet-Light-Vegetable-Oil-Spread-15-OZ/12166348?fulfillmentIntent=Pickup,"Blue Bonnet Light Vegetable Oil Spread, 15 OZ",Blue Bonnet,2.34,15,16231705,45,F,5,17,7,7
Dairy & Eggs,Butter & Margarine,163039,https://www.walmart.com/ip/Country-Crock-Calcium-Spread-Tub-45-oz/10452279?fulfillmentIntent=Pickup,"Country Crock Calcium Spread Tub, 45 oz",Country Crock,5.93,45,16368188,45,F,3,3,3,7
Dairy & Eggs,Butter & Margarine,161974,https://www.walmart.com/ip/Country-Crock-Original-Spread-Tub-67-5-oz/161508578?fulfillmentIntent=Pickup,"Country Crock Original Spread Tub, 67.5 oz",Country Crock,7.63,67.5,16199626,45,F,6,18,8,7
Dairy & Eggs,Butter & Margarine,162890,https://www.walmart.com/ip/Great-Value-Garlic-Parmesan-Basil-Seasoned-Butter-3-Oz/381385094?fulfillmentIntent=Pickup,"Great Value Garlic , Parmesan & Basil Seasoned Butter, 3 Oz.",Great Value,2.36,3,16335418,45,F,4,14,4,7
Dairy & Eggs,Butter & Margarine,162327,https://www.walmart.com/ip/Smart-Balance-Original-Buttery-Spread-45-OZ/10411892?fulfillmentIntent=Pickup,"Smart Balance Original Buttery Spread, 45 OZ",Smart Balance,8.38,45,16245465,45,F,5,11,1,7
Dairy & Eggs,Butter & Margarine,162206,https://www.walmart.com/ip/Land-O-Lakes-Half-Sticks-Salted-Butter-8-oz/10801754?fulfillmentIntent=Pickup,"Land O Lakes Half Sticks Salted Butter, 8 oz",Land O'Lakes,3.58,8,16226925,45,F,4,10,10,7
Dairy & Eggs,Butter & Margarine,162790,https://www.walmart.com/ip/Challenge-Butter-Salted-Butter-16-oz-4-Sticks/22301243?fulfillmentIntent=Pickup,"Challenge Butter, Salted Butter, 16 oz, 4 Sticks",Challenge,4.97,16,16333821,45,F,6,14,4,7
Dairy & Eggs,Butter & Margarine,162774,https://www.walmart.com/ip/Earth-Balance-Soy-Free-Buttery-Spread-Butter-15-oz-Tub-Non-GMO/19767383?fulfillmentIntent=Pickup,"Earth Balance Soy Free Buttery Spread Butter, 15 oz Tub, Non GMO",Earth Balance,5.73,15,16317284,45,F,2,18,8,8
Dairy & Eggs,Butter & Margarine,162720,https://www.walmart.com/ip/Land-O-Lakes-Butter-with-Canola-Oil-8-oz/10291057?fulfillmentIntent=Pickup,"Land O Lakes Butter with Canola Oil, 8 oz",Land O'Lakes,2.37,8,16306502,45,F,2,4,4,7
Dairy & Eggs,Butter & Margarine,162423,https://www.walmart.com/ip/Kerrygold-Grass-Fed-Pure-Irish-Garlic-Herb-Butter-Stick-3-5-oz/105061724?fulfillmentIntent=Pickup,"Kerrygold Grass-Fed Pure Irish Garlic & Herb Butter Stick, 3.5 oz.",Kerrygold,2.28,3.5,16257724,45,F,5,7,7,7
Dairy & Eggs,Butter & Margarine,162876,https://www.walmart.com/ip/I-Can-t-Believe-It-s-Not-Butter-Original-Spread-45-oz/10452977?fulfillmentIntent=Pickup,"I Cant Believe Its Not Butter! Original Spread , 45 oz",I Can't Believe It's Not Butter!,8.98,45,16335404,45,F,2,20,10,7
Dairy & Eggs,Butter & Margarine,162446,https://www.walmart.com/ip/Great-Value-Unsalted-Sweet-Cream-Butter-16-oz-4-Sticks/10315054?fulfillmentIntent=Pickup&athbdg=L1200,"Great Value Unsalted Sweet Cream Butter, 16 oz, 4 Sticks",Great Value,3.98,16,16265967,45,F,4,10,10,7
Dairy & Eggs,Butter & Margarine,161853,https://www.walmart.com/ip/Kerrygold-Grass-Fed-Unsalted-Pure-Irish-Butter-8-Oz/193997115?fulfillmentIntent=Pickup,"Kerrygold Grass-Fed Unsalted Pure Irish Butter, 8 Oz.",Kerrygold,4.18,8,16180007,45,F,5,17,7,7
Dairy & Eggs,Butter & Margarine,162077,https://www.walmart.com/ip/Vermont-Creamery-Cultured-Butter-Sea-Salt-8-oz/780709995?fulfillmentIntent=Pickup,"Vermont Creamery Cultured Butter Sea Salt, 8 oz",Vermont Creamery,2.98,8,16200609,45,F,1,1,1,7
Dairy & Eggs,Butter & Margarine,162931,https://www.walmart.com/ip/I-Can-t-Believe-It-s-Not-Butter-Light-Spread-15-oz/10306828?fulfillmentIntent=Pickup,"I Cant Believe Its Not Butter! Light Spread, 15 oz",I Can't Believe It's Not Butter!,3.98,15,16353233,45,F,3,15,5,5
Dairy & Eggs,Butter & Margarine,162967,https://www.walmart.com/ip/Country-Crock-Light-Vegetable-Oil-Spread-Tub-15-oz/10291543?fulfillmentIntent=Pickup,"Country Crock Light Vegetable Oil Spread Tub, 15 oz",Country Crock,3.43,15,16361717,45,F,3,11,1,7
Dairy & Eggs,Butter & Margarine,161999,https://www.walmart.com/ip/Kerrygold-Grass-Fed-Salted-Pure-Irish-Butter-8-oz/149199797?fulfillmentIntent=Pickup,"Kerrygold Grass-Fed Salted Pure Irish Butter, 8 oz.",Kerrygold,4.18,8,16199791,45,F,1,3,3,7
Dairy & Eggs,Butter & Margarine,161842,https://www.walmart.com/ip/Kerrygold-Grass-Fed-Salted-Pure-Irish-Butter-8-oz/149199797?fulfillmentIntent=Pickup,"Kerrygold Grass-Fed Salted Pure Irish Butter, 8 oz.",Kerrygold,4.18,8,16179996,45,F,6,6,6,7
Dairy & Eggs,Butter & Margarine,162642,https://www.walmart.com/ip/Country-Crock-Calcium-Spread-Tub-45-oz/10452279?fulfillmentIntent=Pickup,"Country Crock Calcium Spread Tub, 45 oz",Country Crock,5.93,45,16297117,45,F,2,6,6,7
Dairy & Eggs,Butter & Margarine,162400,https://www.walmart.com/ip/Country-Crock-Original-Spread-Tub-67-5-oz/161508578?fulfillmentIntent=Pickup,"Country Crock Original Spread Tub, 67.5 oz",Country Crock,7.63,67.5,16257661,45,F,6,4,4,7
Dairy & Eggs,Butter & Margarine,162237,https://www.walmart.com/ip/PR-Earth-Balance-Organic-Whipped-Buttery-Spread-13-oz/21092534?fulfillmentIntent=Pickup,"PR Earth Balance Organic Whipped Buttery Spread, 13 oz.",Earth Balance,5.73,13,16226996,45,F,5,1,1,7
Dairy & Eggs,Butter & Margarine,162629,https://www.walmart.com/ip/Challenge-Butter-Salted-Butter-16-oz-4-Sticks/22301243?fulfillmentIntent=Pickup,"Challenge Butter, Salted Butter, 16 oz, 4 Sticks",Challenge,4.97,16,16297104,45,F,1,13,3,7
Dairy & Eggs,Butter & Margarine,162985,https://www.walmart.com/ip/Kerrygold-Naturally-Softer-Grass-Fed-Pure-Irish-Butter-8-Oz-Tub/174624329?fulfillmentIntent=Pickup,"Kerrygold Naturally Softer Grass-Fed Pure Irish Butter, 8 Oz Tub",Kerrygold,4.68,8,16361735,45,F,3,9,9,7
Dairy & Eggs,Butter & Margarine,162841,https://www.walmart.com/ip/Blue-Bonnet-Vegetable-Oil-Spread-45-OZ/12166349?fulfillmentIntent=Pickup,"Blue Bonnet Vegetable Oil Spread, 45 OZ",Blue Bonnet,4.48,45,16335341,45,F,3,5,5,7
Dairy & Eggs,Butter & Margarine,162095,https://www.walmart.com/ip/Land-O-Lakes-Light-Butter-with-Canola-Oil-15-oz/17283348?fulfillmentIntent=Pickup,"Land O Lakes Light Butter with Canola Oil, 15 oz",Land O Lakes,3.98,15,16211234,45,F,1,19,9,7
Dairy & Eggs,Butter & Margarine,162424,https://www.walmart.com/ip/Tillamook-Unsalted-Sweat-Cream-Butter-1lb-4-Sticks/10292904?fulfillmentIntent=Pickup,"Tillamook Unsalted Sweat Cream Butter, 1lb, 4 Sticks",Tillamook,5.28,1,16257725,45,F,6,8,8,7
Dairy & Eggs,Butter & Margarine,162717,https://www.walmart.com/ip/Land-O-Lakes-Garlic-Herb-Butter-Spread-6-5-oz/32176759?fulfillmentIntent=Pickup,"Land O Lakes Garlic & Herb Butter Spread, 6.5 oz",Land O'Lakes,2.47,6.5,16306499,45,F,5,1,1,7
Dairy & Eggs,Butter & Margarine,162441,https://www.walmart.com/ip/MiYoko-s-European-Style-Cultured-Veganbutter-8-oz/479718425?fulfillmentIntent=Pickup&athbdg=L1300,"MiYoko's European Style Cultured Veganbutter, 8 oz",Miyoko's Creamery,4.98,8,16257742,45,F,5,5,5,7
Dairy & Eggs,Butter & Margarine,161800,https://www.walmart.com/ip/Kerrygold-Grass-Fed-Pure-Irish-Unsalted-Butter-8-Oz-2-Sticks/184789958?fulfillmentIntent=Pickup,"Kerrygold Grass-Fed Pure Irish Unsalted Butter, 8 Oz, 2 Sticks",Kerrygold,4.18,8,16170383,45,F,6,4,4,10
Dairy & Eggs,Butter & Margarine,161840,https://www.walmart.com/ip/Land-O-Lakes-Butter-with-Canola-Oil-8-oz/10291057?fulfillmentIntent=Pickup,"Land O Lakes Butter with Canola Oil, 8 oz",Land O'Lakes,2.37,8,16179978,45,F,4,4,4,7
Dairy & Eggs,Butter & Margarine,163056,https://www.walmart.com/ip/Country-Crock-Calcium-Spread-Tub-15-oz/10291550?fulfillmentIntent=Pickup,"Country Crock Calcium Spread Tub, 15 oz",Country Crock,3.43,15,16368245,45,F,2,20,10,7
Dairy & Eggs,Butter & Margarine,162450,https://www.walmart.com/ip/Imperial-Vegetable-Oil-Spread-16-oz-4-Sticks/10294504?fulfillmentIntent=Pickup,"Imperial Vegetable Oil Spread 16 oz, 4 Sticks",Imperial,1.48,16,16265971,45,F,2,14,4,7
Dairy & Eggs,Butter & Margarine,161828,https://www.walmart.com/ip/Kerrygold-Naturally-Softer-Grass-Fed-Pure-Irish-Butter-8-Oz-Tub/174624329?fulfillmentIntent=Pickup,"Kerrygold Naturally Softer Grass-Fed Pure Irish Butter, 8 Oz Tub",Kerrygold,4.68,8,16179966,45,F,4,12,2,7
Dairy & Eggs,Butter & Margarine,162802,https://www.walmart.com/ip/Country-Crock-Calcium-Spread-Tub-45-oz/10452279?fulfillmentIntent=Pickup,"Country Crock Calcium Spread Tub, 45 oz",Country Crock,5.93,45,16333844,45,F,6,6,6,7
Dairy & Eggs,Butter & Margarine,161820,https://www.walmart.com/ip/Land-O-Lakes-Half-Sticks-Salted-Butter-1-lb/10824266?fulfillmentIntent=Pickup,"Land O Lakes Half Sticks Salted Butter, 1 lb",Land O'Lakes,5.48,1,16179958,45,F,2,4,4,7
Dairy & Eggs,Butter & Margarine,161976,https://www.walmart.com/ip/Land-O-Lakes-Light-Butter-with-Canola-Oil-15-oz/17283348?fulfillmentIntent=Pickup,"Land O Lakes Light Butter with Canola Oil, 15 oz",Land O Lakes,3.98,15,16199628,45,F,2,20,10,7
Dairy & Eggs,Butter & Margarine,162510,https://www.walmart.com/ip/Earth-Balance-Soy-Free-Buttery-Spread-Butter-15-oz-Tub-Non-GMO/19767383?fulfillmentIntent=Pickup,"Earth Balance Soy Free Buttery Spread Butter, 15 oz Tub, Non GMO",Earth Balance,5.73,15,16266071,45,F,2,14,4,8
